station_code,date,departures,arrivals,excess_arrivals
6750,2019-05-21,49,39,-10
6753,2019-05-21,18,20,2
6754,2019-05-21,13,11,-2
6901,2019-05-21,38,52,14
6902,2019-05-21,76,78,2
6903,2019-05-21,90,76,-14
6904,2019-05-21,34,34,0
6905,2019-05-21,32,30,-2
6906,2019-05-21,148,84,-64
6907,2019-05-21,82,56,-26
6908,2019-05-21,47,46,-1
6910,2019-05-21,81,65,-16
6912,2019-05-21,141,111,-30
6913,2019-05-21,31,37,6
6915,2019-05-21,70,57,-13
6916,2019-05-21,31,28,-3
6917,2019-05-21,11,14,3
6918,2019-05-21,22,15,-7
6919,2019-05-21,29,30,1
6921,2019-05-21,64,77,13
6923,2019-05-21,46,43,-3
6924,2019-05-21,25,25,0
6925,2019-05-21,31,35,4
6926,2019-05-21,51,58,7
6927,2019-05-21,59,33,-26
6928,2019-05-21,47,13,-34
6929,2019-05-21,29,18,-11
6930,2019-05-21,18,16,-2
7001,2019-05-21,38,34,-4
7002,2019-05-21,11,16,5
7003,2019-05-21,104,76,-28
7004,2019-05-21,13,16,3
7005,2019-05-21,6,11,5
7006,2019-05-21,18,20,2
7008,2019-05-21,20,24,4
7009,2019-05-21,54,75,21
7010,2019-05-21,15,11,-4
7011,2019-05-21,41,52,11
7012,2019-05-21,19,28,9
7013,2019-05-21,19,25,6
7014,2019-05-21,62,31,-31
7015,2019-05-21,6,8,2
7016,2019-05-21,10,13,3
7017,2019-05-21,31,37,6
7018,2019-05-21,18,27,9
7019,2019-05-21,122,118,-4
7020,2019-05-21,15,19,4
7021,2019-05-21,30,33,3
7022,2019-05-21,45,28,-17
7023,2019-05-21,7,4,-3
7024,2019-05-21,34,16,-18
7025,2019-05-21,42,33,-9
7026,2019-05-21,48,49,1
7027,2019-05-21,39,35,-4
7028,2019-05-21,66,65,-1
7029,2019-05-21,33,31,-2
7030,2019-05-21,37,42,5
7031,2019-05-21,48,52,4
7032,2019-05-21,102,79,-23
7033,2019-05-21,65,62,-3
7034,2019-05-21,17,29,12
7035,2019-05-21,35,35,0
7036,2019-05-21,47,41,-6
7037,2019-05-21,36,38,2
7038,2019-05-21,50,52,2
7039,2019-05-21,21,26,5
7040,2019-05-21,58,79,21
7041,2019-05-21,105,96,-9
7042,2019-05-21,30,28,-2
7043,2019-05-21,19,12,-7
7044,2019-05-21,10,11,1
7045,2019-05-21,32,29,-3
7046,2019-05-21,136,129,-7
7047,2019-05-21,104,156,52
7048,2019-05-21,12,18,6
7051,2019-05-21,4,9,5
7052,2019-05-21,50,55,5
7053,2019-05-21,23,24,1
7054,2019-05-21,21,39,18
7055,2019-05-21,14,22,8
7056,2019-05-21,12,22,10
7057,2019-05-21,39,37,-2
7058,2019-05-21,29,19,-10
7059,2019-05-21,23,24,1
7060,2019-05-21,36,34,-2
7061,2019-05-21,24,22,-2
7062,2019-05-21,41,45,4
7063,2019-05-21,19,20,1
7064,2019-05-21,18,22,4
7065,2019-05-21,39,29,-10
7066,2019-05-21,51,89,38
7068,2019-05-21,53,55,2
7069,2019-05-21,58,60,2
7070,2019-05-21,62,61,-1
7071,2019-05-21,72,45,-27
7072,2019-05-21,30,29,-1
7073,2019-05-21,28,39,11
7074,2019-05-21,41,43,2
7075,2019-05-21,8,8,0
7076,2019-05-21,53,40,-13
7077,2019-05-21,21,35,14
7078,2019-05-21,16,26,10
7079,2019-05-21,30,39,9
7080,2019-05-21,80,71,-9
7081,2019-05-21,82,89,7
7082,2019-05-21,54,74,20
7083,2019-05-21,53,51,-2
7084,2019-05-21,75,74,-1
7090,2019-05-21,11,15,4
7091,2019-05-21,9,6,-3
7092,2019-05-21,6,7,1
7093,2019-05-21,3,4,1
7094,2019-05-21,4,3,-1
7095,2019-05-21,9,10,1
7096,2019-05-21,18,18,0
7097,2019-05-21,2,3,1
7098,2019-05-21,2,3,1
7099,2019-05-21,8,7,-1
7100,2019-05-21,4,1,-3
7101,2019-05-21,9,10,1
7102,2019-05-21,8,21,13
7103,2019-05-21,2,2,0
7105,2019-05-21,3,3,0
7106,2019-05-21,2,1,-1
7107,2019-05-21,2,0,-2
7108,2019-05-21,6,7,1
7109,2019-05-21,14,13,-1
7110,2019-05-21,3,2,-1
7111,2019-05-21,2,1,-1
7112,2019-05-21,7,6,-1
7113,2019-05-21,36,33,-3
7114,2019-05-21,65,77,12
7115,2019-05-21,8,4,-4
7116,2019-05-21,5,3,-2
7117,2019-05-21,3,2,-1
7119,2019-05-21,7,8,1
7121,2019-05-21,2,6,4
7122,2019-05-21,8,4,-4
7123,2019-05-21,2,2,0
7124,2019-05-21,17,13,-4
7125,2019-05-21,14,14,0
7126,2019-05-21,2,0,-2
7127,2019-05-21,26,30,4
7128,2019-05-21,8,8,0
7129,2019-05-21,9,7,-2
7130,2019-05-21,11,14,3
7131,2019-05-21,4,5,1
7132,2019-05-21,3,3,0
7133,2019-05-21,4,6,2
7134,2019-05-21,5,6,1
7135,2019-05-21,3,2,-1
7136,2019-05-21,6,7,1
7137,2019-05-21,7,3,-4
7138,2019-05-21,5,7,2
7139,2019-05-21,55,81,26
7140,2019-05-21,20,22,2
7141,2019-05-21,27,23,-4
7142,2019-05-21,9,11,2
7143,2019-05-21,10,16,6
7144,2019-05-21,20,28,8
7145,2019-05-21,14,16,2
7146,2019-05-21,17,23,6
7147,2019-05-21,22,21,-1
7148,2019-05-21,10,6,-4
7149,2019-05-21,6,8,2
10002,2019-05-21,111,121,10
4000,2019-05-22,57,70,13
4001,2019-05-22,5,12,7
4002,2019-05-22,18,20,2
5002,2019-05-22,5,5,0
5003,2019-05-22,6,4,-2
5004,2019-05-22,5,0,-5
5005,2019-05-22,8,7,-1
5006,2019-05-22,6,9,3
5007,2019-05-22,14,22,8
6001,2019-05-22,67,100,33
6002,2019-05-22,55,62,7
6003,2019-05-22,69,91,22
6004,2019-05-22,48,46,-2
6005,2019-05-22,70,94,24
6006,2019-05-22,49,24,-25
6007,2019-05-22,47,48,1
6008,2019-05-22,64,111,47
6009,2019-05-22,75,80,5
6011,2019-05-22,76,86,10
6012,2019-05-22,176,245,69
6013,2019-05-22,118,161,43
6014,2019-05-22,70,66,-4
6015,2019-05-22,218,331,113
6016,2019-05-22,16,20,4
6017,2019-05-22,34,53,19
6018,2019-05-22,61,74,13
6019,2019-05-22,170,111,-59
6020,2019-05-22,14,21,7
6021,2019-05-22,115,87,-28
6022,2019-05-22,63,72,9
6023,2019-05-22,130,154,24
6025,2019-05-22,39,40,1
6026,2019-05-22,118,207,89
6027,2019-05-22,191,168,-23
6029,2019-05-22,31,49,18
6031,2019-05-22,36,46,10
6032,2019-05-22,52,140,88
6033,2019-05-22,20,16,-4
6034,2019-05-22,53,72,19
6035,2019-05-22,23,67,44
6036,2019-05-22,178,244,66
6037,2019-05-22,62,63,1
6038,2019-05-22,94,104,10
6039,2019-05-22,97,119,22
6040,2019-05-22,57,82,25
6041,2019-05-22,81,87,6
6042,2019-05-22,101,100,-1
6043,2019-05-22,205,387,182
6044,2019-05-22,76,73,-3
6046,2019-05-22,126,128,2
6047,2019-05-22,96,62,-34
6048,2019-05-22,52,51,-1
6049,2019-05-22,92,90,-2
6050,2019-05-22,53,60,7
6051,2019-05-22,33,36,3
6052,2019-05-22,209,309,100
6053,2019-05-22,175,173,-2
6057,2019-05-22,125,116,-9
6058,2019-05-22,94,76,-18
6059,2019-05-22,77,77,0
6060,2019-05-22,33,33,0
6062,2019-05-22,87,73,-14
6063,2019-05-22,86,84,-2
6064,2019-05-22,204,215,11
6065,2019-05-22,80,58,-22
6066,2019-05-22,42,25,-17
6067,2019-05-22,49,66,17
6068,2019-05-22,10,11,1
6070,2019-05-22,217,163,-54
6072,2019-05-22,74,79,5
6073,2019-05-22,256,242,-14
6075,2019-05-22,30,16,-14
6076,2019-05-22,20,27,7
6079,2019-05-22,88,74,-14
6080,2019-05-22,157,171,14
6081,2019-05-22,57,60,3
6082,2019-05-22,16,15,-1
6083,2019-05-22,158,235,77
6084,2019-05-22,65,77,12
6085,2019-05-22,63,142,79
6087,2019-05-22,109,135,26
6088,2019-05-22,74,74,0
6089,2019-05-22,54,66,12
6090,2019-05-22,53,56,3
6091,2019-05-22,73,45,-28
6092,2019-05-22,55,67,12
6093,2019-05-22,29,20,-9
6094,2019-05-22,73,76,3
6095,2019-05-22,112,96,-16
6096,2019-05-22,38,61,23
6097,2019-05-22,114,75,-39
6098,2019-05-22,49,33,-16
6099,2019-05-22,112,152,40
6100,2019-05-22,272,263,-9
6101,2019-05-22,60,17,-43
6102,2019-05-22,44,34,-10
6103,2019-05-22,27,23,-4
6104,2019-05-22,81,110,29
6105,2019-05-22,66,88,22
6106,2019-05-22,44,50,6
6107,2019-05-22,56,54,-2
6108,2019-05-22,47,51,4
6109,2019-05-22,20,26,6
6110,2019-05-22,33,33,0
6111,2019-05-22,65,68,3
6112,2019-05-22,103,117,14
6113,2019-05-22,72,69,-3
6114,2019-05-22,166,184,18
6115,2019-05-22,19,30,11
6116,2019-05-22,55,72,17
6118,2019-05-22,75,96,21
6119,2019-05-22,80,98,18
6120,2019-05-22,102,104,2
6121,2019-05-22,32,37,5
6122,2019-05-22,24,27,3
6123,2019-05-22,32,33,1
6124,2019-05-22,58,60,2
6125,2019-05-22,25,25,0
6126,2019-05-22,43,51,8
6127,2019-05-22,56,46,-10
6128,2019-05-22,18,25,7
6129,2019-05-22,59,50,-9
6130,2019-05-22,36,26,-10
6131,2019-05-22,83,49,-34
6132,2019-05-22,65,81,16
6133,2019-05-22,77,60,-17
6134,2019-05-22,48,46,-2
6136,2019-05-22,255,188,-67
6137,2019-05-22,97,102,5
6138,2019-05-22,77,79,2
6139,2019-05-22,38,36,-2
6140,2019-05-22,92,93,1
6141,2019-05-22,38,43,5
6142,2019-05-22,89,59,-30
6143,2019-05-22,130,113,-17
6145,2019-05-22,69,53,-16
6146,2019-05-22,91,64,-27
6147,2019-05-22,117,70,-47
6148,2019-05-22,143,111,-32
6149,2019-05-22,54,39,-15
6150,2019-05-22,66,64,-2
6151,2019-05-22,63,57,-6
6152,2019-05-22,126,106,-20
6153,2019-05-22,44,32,-12
6154,2019-05-22,130,135,5
6155,2019-05-22,139,133,-6
6156,2019-05-22,77,76,-1
6157,2019-05-22,98,96,-2
6158,2019-05-22,56,57,1
6159,2019-05-22,28,23,-5
6160,2019-05-22,64,50,-14
6161,2019-05-22,42,44,2
6162,2019-05-22,7,3,-4
6163,2019-05-22,99,116,17
6165,2019-05-22,149,149,0
6166,2019-05-22,86,67,-19
6167,2019-05-22,31,43,12
6168,2019-05-22,41,35,-6
6169,2019-05-22,126,121,-5
6170,2019-05-22,70,64,-6
6171,2019-05-22,49,60,11
6173,2019-05-22,130,84,-46
6174,2019-05-22,100,102,2
6175,2019-05-22,69,44,-25
6176,2019-05-22,90,91,1
6177,2019-05-22,72,61,-11
6178,2019-05-22,122,115,-7
6180,2019-05-22,64,75,11
6181,2019-05-22,108,71,-37
6182,2019-05-22,66,46,-20
6183,2019-05-22,95,79,-16
6184,2019-05-22,216,206,-10
6185,2019-05-22,20,18,-2
6186,2019-05-22,104,59,-45
6187,2019-05-22,108,114,6
6188,2019-05-22,47,54,7
6189,2019-05-22,27,21,-6
6190,2019-05-22,135,82,-53
6191,2019-05-22,71,63,-8
6192,2019-05-22,53,44,-9
6193,2019-05-22,110,110,0
6194,2019-05-22,182,142,-40
6195,2019-05-22,89,55,-34
6196,2019-05-22,111,96,-15
6197,2019-05-22,54,49,-5
6198,2019-05-22,25,11,-14
6199,2019-05-22,86,67,-19
6200,2019-05-22,100,84,-16
6201,2019-05-22,71,63,-8
6202,2019-05-22,129,95,-34
6203,2019-05-22,113,109,-4
6204,2019-05-22,78,76,-2
6205,2019-05-22,96,83,-13
6206,2019-05-22,129,146,17
6207,2019-05-22,50,41,-9
6208,2019-05-22,81,85,4
6209,2019-05-22,123,78,-45
6210,2019-05-22,62,42,-20
6211,2019-05-22,156,137,-19
6212,2019-05-22,95,70,-25
6213,2019-05-22,115,114,-1
6215,2019-05-22,68,60,-8
6216,2019-05-22,133,93,-40
6217,2019-05-22,96,68,-28
6218,2019-05-22,66,57,-9
6219,2019-05-22,70,53,-17
6220,2019-05-22,144,131,-13
6221,2019-05-22,198,165,-33
6222,2019-05-22,85,65,-20
6223,2019-05-22,112,60,-52
6224,2019-05-22,52,53,1
6225,2019-05-22,62,45,-17
6226,2019-05-22,38,33,-5
6227,2019-05-22,144,136,-8
6228,2019-05-22,38,35,-3
6229,2019-05-22,71,57,-14
6230,2019-05-22,89,76,-13
6231,2019-05-22,133,113,-20
6232,2019-05-22,29,23,-6
6233,2019-05-22,107,77,-30
6234,2019-05-22,74,69,-5
6235,2019-05-22,86,64,-22
6236,2019-05-22,71,76,5
6237,2019-05-22,45,62,17
6240,2019-05-22,25,22,-3
6241,2019-05-22,54,49,-5
6243,2019-05-22,77,75,-2
6245,2019-05-22,41,37,-4
6246,2019-05-22,65,56,-9
6247,2019-05-22,111,97,-14
6248,2019-05-22,159,127,-32
6249,2019-05-22,59,48,-11
6250,2019-05-22,63,58,-5
6251,2019-05-22,25,20,-5
6252,2019-05-22,44,37,-7
6253,2019-05-22,37,34,-3
6254,2019-05-22,69,63,-6
6255,2019-05-22,72,73,1
6257,2019-05-22,39,38,-1
6258,2019-05-22,84,49,-35
6259,2019-05-22,55,45,-10
6260,2019-05-22,48,43,-5
6261,2019-05-22,47,52,5
6262,2019-05-22,39,43,4
6263,2019-05-22,27,23,-4
6264,2019-05-22,37,37,0
6265,2019-05-22,62,61,-1
6266,2019-05-22,24,22,-2
6267,2019-05-22,32,40,8
6268,2019-05-22,47,50,3
6269,2019-05-22,24,35,11
6270,2019-05-22,39,45,6
6272,2019-05-22,35,34,-1
6273,2019-05-22,32,29,-3
6274,2019-05-22,46,42,-4
6275,2019-05-22,37,32,-5
6276,2019-05-22,37,28,-9
6277,2019-05-22,50,53,3
6278,2019-05-22,19,19,0
6279,2019-05-22,18,16,-2
6280,2019-05-22,71,70,-1
6281,2019-05-22,43,19,-24
6301,2019-05-22,22,29,7
6302,2019-05-22,19,9,-10
6303,2019-05-22,20,18,-2
6304,2019-05-22,18,10,-8
6305,2019-05-22,28,21,-7
6306,2019-05-22,74,21,-53
6307,2019-05-22,84,82,-2
6309,2019-05-22,23,23,0
6310,2019-05-22,68,38,-30
6311,2019-05-22,46,39,-7
6312,2019-05-22,26,35,9
6313,2019-05-22,52,57,5
6314,2019-05-22,61,60,-1
6315,2019-05-22,97,50,-47
6316,2019-05-22,55,26,-29
6321,2019-05-22,84,76,-8
6322,2019-05-22,27,23,-4
6323,2019-05-22,15,15,0
6324,2019-05-22,29,36,7
6327,2019-05-22,41,34,-7
6328,2019-05-22,28,30,2
6329,2019-05-22,19,25,6
6330,2019-05-22,27,32,5
6331,2019-05-22,19,17,-2
6332,2019-05-22,36,30,-6
6333,2019-05-22,20,27,7
6334,2019-05-22,57,62,5
6336,2019-05-22,36,34,-2
6339,2019-05-22,40,38,-2
6340,2019-05-22,26,30,4
6341,2019-05-22,39,55,16
6343,2019-05-22,34,33,-1
6344,2019-05-22,56,46,-10
6345,2019-05-22,15,19,4
6346,2019-05-22,25,19,-6
6347,2019-05-22,23,28,5
6349,2019-05-22,27,37,10
6350,2019-05-22,47,47,0
6354,2019-05-22,36,28,-8
6355,2019-05-22,31,54,23
6356,2019-05-22,40,21,-19
6357,2019-05-22,11,2,-9
6358,2019-05-22,29,31,2
6359,2019-05-22,100,100,0
6360,2019-05-22,43,34,-9
6361,2019-05-22,39,38,-1
6362,2019-05-22,34,33,-1
6363,2019-05-22,28,29,1
6364,2019-05-22,55,51,-4
6366,2019-05-22,35,24,-11
6367,2019-05-22,33,29,-4
6368,2019-05-22,53,61,8
6369,2019-05-22,33,37,4
6370,2019-05-22,45,34,-11
6371,2019-05-22,90,79,-11
6372,2019-05-22,82,92,10
6373,2019-05-22,37,38,1
6374,2019-05-22,49,53,4
6375,2019-05-22,65,77,12
6377,2019-05-22,35,47,12
6379,2019-05-22,21,29,8
6380,2019-05-22,38,43,5
6381,2019-05-22,80,79,-1
6383,2019-05-22,36,33,-3
6384,2019-05-22,30,23,-7
6385,2019-05-22,49,54,5
6386,2019-05-22,94,87,-7
6387,2019-05-22,90,70,-20
6388,2019-05-22,21,32,11
6389,2019-05-22,65,53,-12
6391,2019-05-22,66,96,30
6393,2019-05-22,63,72,9
6394,2019-05-22,51,85,34
6395,2019-05-22,79,69,-10
6396,2019-05-22,73,80,7
6397,2019-05-22,47,72,25
6398,2019-05-22,35,42,7
6401,2019-05-22,60,67,7
6402,2019-05-22,52,58,6
6403,2019-05-22,31,46,15
6404,2019-05-22,22,36,14
6405,2019-05-22,45,77,32
6406,2019-05-22,108,134,26
6408,2019-05-22,44,46,2
6410,2019-05-22,36,38,2
6411,2019-05-22,145,141,-4
6412,2019-05-22,28,33,5
6413,2019-05-22,26,26,0
6414,2019-05-22,23,36,13
6415,2019-05-22,25,27,2
6416,2019-05-22,28,14,-14
6417,2019-05-22,38,40,2
6418,2019-05-22,9,13,4
6419,2019-05-22,12,19,7
6420,2019-05-22,29,33,4
6421,2019-05-22,39,30,-9
6422,2019-05-22,8,17,9
6423,2019-05-22,24,13,-11
6424,2019-05-22,55,68,13
6425,2019-05-22,33,44,11
6426,2019-05-22,72,70,-2
6427,2019-05-22,77,68,-9
6428,2019-05-22,15,19,4
6429,2019-05-22,42,42,0
6432,2019-05-22,119,113,-6
6433,2019-05-22,37,34,-3
6434,2019-05-22,87,93,6
6435,2019-05-22,49,49,0
6436,2019-05-22,29,25,-4
6501,2019-05-22,61,63,2
6502,2019-05-22,22,32,10
6503,2019-05-22,60,62,2
6504,2019-05-22,20,14,-6
6700,2019-05-22,14,29,15
6701,2019-05-22,66,70,4
6702,2019-05-22,32,26,-6
6703,2019-05-22,50,48,-2
6704,2019-05-22,33,25,-8
6705,2019-05-22,20,22,2
6706,2019-05-22,29,24,-5
6707,2019-05-22,41,46,5
6708,2019-05-22,60,90,30
6709,2019-05-22,29,23,-6
6710,2019-05-22,12,14,2
6711,2019-05-22,22,23,1
6712,2019-05-22,14,16,2
6714,2019-05-22,14,11,-3
6715,2019-05-22,22,33,11
6716,2019-05-22,11,21,10
6717,2019-05-22,16,16,0
6718,2019-05-22,25,18,-7
6719,2019-05-22,24,23,-1
6720,2019-05-22,25,33,8
6721,2019-05-22,24,24,0
6722,2019-05-22,21,22,1
6723,2019-05-22,27,26,-1
6724,2019-05-22,66,95,29
6725,2019-05-22,37,45,8
6726,2019-05-22,15,17,2
6727,2019-05-22,93,115,22
6728,2019-05-22,15,8,-7
6729,2019-05-22,101,116,15
6730,2019-05-22,18,10,-8
6731,2019-05-22,12,10,-2
6732,2019-05-22,46,38,-8
6733,2019-05-22,23,32,9
6734,2019-05-22,51,49,-2
6735,2019-05-22,12,16,4
6736,2019-05-22,15,21,6
6737,2019-05-22,21,22,1
6738,2019-05-22,85,87,2
6739,2019-05-22,7,12,5
6741,2019-05-22,27,32,5
6742,2019-05-22,61,78,17
6743,2019-05-22,29,28,-1
6744,2019-05-22,19,27,8
6745,2019-05-22,22,23,1
6746,2019-05-22,15,18,3
6747,2019-05-22,40,47,7
6748,2019-05-22,71,91,20
6749,2019-05-22,58,59,1
6750,2019-05-22,34,28,-6
6753,2019-05-22,18,14,-4
6754,2019-05-22,17,23,6
6901,2019-05-22,51,74,23
6902,2019-05-22,80,97,17
6903,2019-05-22,93,99,6
6904,2019-05-22,35,33,-2
6905,2019-05-22,56,48,-8
6906,2019-05-22,175,107,-68
6907,2019-05-22,86,69,-17
6908,2019-05-22,56,52,-4
6910,2019-05-22,95,87,-8
6912,2019-05-22,130,83,-47
6913,2019-05-22,59,27,-32
6915,2019-05-22,69,69,0
6916,2019-05-22,30,32,2
6917,2019-05-22,13,19,6
6918,2019-05-22,42,23,-19
6919,2019-05-22,34,26,-8
6921,2019-05-22,86,94,8
6923,2019-05-22,51,41,-10
6924,2019-05-22,29,25,-4
6925,2019-05-22,44,38,-6
6926,2019-05-22,56,55,-1
6927,2019-05-22,70,48,-22
6928,2019-05-22,60,17,-43
6929,2019-05-22,30,26,-4
6930,2019-05-22,18,17,-1
7001,2019-05-22,28,32,4
7002,2019-05-22,11,21,10
7003,2019-05-22,115,87,-28
7004,2019-05-22,17,17,0
7005,2019-05-22,10,9,-1
7006,2019-05-22,15,15,0
7008,2019-05-22,28,30,2
7009,2019-05-22,71,102,31
7010,2019-05-22,14,19,5
7011,2019-05-22,58,67,9
7012,2019-05-22,42,52,10
7013,2019-05-22,28,24,-4
7014,2019-05-22,89,41,-48
7015,2019-05-22,29,38,9
7016,2019-05-22,10,8,-2
7017,2019-05-22,28,37,9
7018,2019-05-22,29,38,9
7019,2019-05-22,142,142,0
7020,2019-05-22,27,24,-3
7021,2019-05-22,45,39,-6
7022,2019-05-22,48,38,-10
7023,2019-05-22,7,6,-1
7024,2019-05-22,35,24,-11
7025,2019-05-22,48,49,1
7026,2019-05-22,16,32,16
7027,2019-05-22,52,38,-14
7028,2019-05-22,87,86,-1
7029,2019-05-22,38,40,2
7030,2019-05-22,56,55,-1
7031,2019-05-22,73,62,-11
7032,2019-05-22,125,64,-61
7033,2019-05-22,84,85,1
7034,2019-05-22,30,71,41
7035,2019-05-22,41,46,5
7036,2019-05-22,53,47,-6
7037,2019-05-22,60,51,-9
7038,2019-05-22,42,34,-8
7039,2019-05-22,41,49,8
7040,2019-05-22,52,67,15
7041,2019-05-22,151,138,-13
7042,2019-05-22,36,35,-1
7043,2019-05-22,19,23,4
7044,2019-05-22,13,14,1
7045,2019-05-22,32,38,6
7046,2019-05-22,182,217,35
7047,2019-05-22,145,187,42
7048,2019-05-22,18,25,7
7051,2019-05-22,11,16,5
7052,2019-05-22,67,60,-7
7053,2019-05-22,40,40,0
7054,2019-05-22,47,71,24
7055,2019-05-22,33,38,5
7056,2019-05-22,17,19,2
7057,2019-05-22,41,44,3
7058,2019-05-22,35,46,11
7059,2019-05-22,29,37,8
7060,2019-05-22,29,41,12
7061,2019-05-22,28,23,-5
7062,2019-05-22,55,59,4
7063,2019-05-22,28,29,1
7064,2019-05-22,21,17,-4
7065,2019-05-22,29,23,-6
7066,2019-05-22,57,86,29
7068,2019-05-22,83,105,22
7069,2019-05-22,72,84,12
7070,2019-05-22,91,129,38
7071,2019-05-22,66,36,-30
7072,2019-05-22,45,24,-21
7073,2019-05-22,43,43,0
7074,2019-05-22,42,44,2
7075,2019-05-22,10,9,-1
7076,2019-05-22,72,54,-18
7077,2019-05-22,23,35,12
7078,2019-05-22,32,37,5
7079,2019-05-22,24,25,1
7080,2019-05-22,92,89,-3
7081,2019-05-22,83,98,15
7082,2019-05-22,94,118,24
7083,2019-05-22,88,87,-1
7084,2019-05-22,90,96,6
7090,2019-05-22,17,18,1
7091,2019-05-22,7,12,5
7092,2019-05-22,8,9,1
7093,2019-05-22,3,4,1
7094,2019-05-22,3,2,-1
7095,2019-05-22,12,10,-2
7096,2019-05-22,18,21,3
7097,2019-05-22,6,4,-2
7098,2019-05-22,1,5,4
7099,2019-05-22,7,13,6
7100,2019-05-22,6,1,-5
7101,2019-05-22,15,12,-3
7102,2019-05-22,20,24,4
7103,2019-05-22,17,23,6
7104,2019-05-22,3,3,0
7105,2019-05-22,17,10,-7
7106,2019-05-22,2,2,0
7107,2019-05-22,2,4,2
7108,2019-05-22,8,12,4
7109,2019-05-22,21,16,-5
7110,2019-05-22,4,2,-2
7111,2019-05-22,6,6,0
7112,2019-05-22,10,10,0
7113,2019-05-22,52,55,3
7114,2019-05-22,94,106,12
7115,2019-05-22,4,5,1
7116,2019-05-22,7,4,-3
7117,2019-05-22,4,3,-1
7118,2019-05-22,2,3,1
7119,2019-05-22,8,12,4
7120,2019-05-22,5,3,-2
7121,2019-05-22,8,10,2
7122,2019-05-22,9,7,-2
7123,2019-05-22,1,3,2
7124,2019-05-22,22,19,-3
7125,2019-05-22,19,13,-6
7126,2019-05-22,6,4,-2
7127,2019-05-22,33,37,4
7128,2019-05-22,21,14,-7
7129,2019-05-22,18,19,1
7130,2019-05-22,12,12,0
7131,2019-05-22,6,5,-1
7132,2019-05-22,6,9,3
7133,2019-05-22,8,9,1
7134,2019-05-22,10,10,0
7135,2019-05-22,1,8,7
7136,2019-05-22,8,8,0
7137,2019-05-22,4,7,3
7138,2019-05-22,6,7,1
7139,2019-05-22,63,84,21
7140,2019-05-22,21,20,-1
7141,2019-05-22,43,53,10
7142,2019-05-22,14,16,2
7143,2019-05-22,25,32,7
7144,2019-05-22,40,51,11
7145,2019-05-22,16,19,3
7146,2019-05-22,15,19,4
7147,2019-05-22,31,32,1
7148,2019-05-22,10,15,5
7149,2019-05-22,13,17,4
10002,2019-05-22,141,139,-2
4000,2019-05-23,39,39,0
4001,2019-05-23,5,6,1
4002,2019-05-23,8,7,-1
5002,2019-05-23,2,2,0
5003,2019-05-23,1,3,2
5004,2019-05-23,3,2,-1
5005,2019-05-23,7,2,-5
5006,2019-05-23,7,5,-2
5007,2019-05-23,13,21,8
6001,2019-05-23,36,89,53
6002,2019-05-23,42,48,6
6003,2019-05-23,47,52,5
6004,2019-05-23,45,49,4
6005,2019-05-23,39,56,17
6006,2019-05-23,34,17,-17
6007,2019-05-23,32,32,0
6008,2019-05-23,36,96,60
6009,2019-05-23,51,59,8
6011,2019-05-23,46,56,10
6012,2019-05-23,67,153,86
6013,2019-05-23,60,96,36
6014,2019-05-23,33,36,3
6015,2019-05-23,101,189,88
6016,2019-05-23,5,10,5
6017,2019-05-23,21,22,1
6018,2019-05-23,41,45,4
6019,2019-05-23,107,86,-21
6021,2019-05-23,92,70,-22
6022,2019-05-23,37,38,1
6023,2019-05-23,58,67,9
6025,2019-05-23,30,33,3
6026,2019-05-23,58,105,47
6027,2019-05-23,66,119,53
6029,2019-05-23,17,21,4
6031,2019-05-23,26,36,10
6032,2019-05-23,28,95,67
6033,2019-05-23,17,16,-1
6034,2019-05-23,26,58,32
6035,2019-05-23,13,61,48
6036,2019-05-23,67,114,47
6037,2019-05-23,34,49,15
6038,2019-05-23,56,74,18
6039,2019-05-23,57,77,20
6040,2019-05-23,48,71,23
