station_code,date,departures,arrivals,excess_arrivals
7028,2019-10-27,9,7,-2
7029,2019-10-27,10,12,2
7030,2019-10-27,10,12,2
7031,2019-10-27,11,10,-1
7032,2019-10-27,11,10,-1
7033,2019-10-27,16,27,11
7034,2019-10-27,3,12,9
7035,2019-10-27,6,4,-2
7036,2019-10-27,11,15,4
7037,2019-10-27,14,12,-2
7038,2019-10-27,22,18,-4
7040,2019-10-27,7,4,-3
7041,2019-10-27,6,7,1
7042,2019-10-27,10,7,-3
7044,2019-10-27,1,1,0
7045,2019-10-27,10,13,3
7046,2019-10-27,9,4,-5
7047,2019-10-27,17,30,13
7048,2019-10-27,4,2,-2
7049,2019-10-27,4,4,0
7050,2019-10-27,7,5,-2
7051,2019-10-27,4,3,-1
7052,2019-10-27,1,4,3
7053,2019-10-27,7,7,0
7054,2019-10-27,2,4,2
7055,2019-10-27,4,3,-1
7056,2019-10-27,1,6,5
7057,2019-10-27,2,4,2
7058,2019-10-27,3,1,-2
7059,2019-10-27,5,5,0
7060,2019-10-27,6,5,-1
7061,2019-10-27,4,6,2
7062,2019-10-27,7,4,-3
7063,2019-10-27,4,2,-2
7064,2019-10-27,2,7,5
7065,2019-10-27,5,6,1
7066,2019-10-27,1,10,9
7067,2019-10-27,5,11,6
7068,2019-10-27,6,12,6
7069,2019-10-27,7,4,-3
7070,2019-10-27,3,5,2
7071,2019-10-27,10,5,-5
7072,2019-10-27,6,1,-5
7073,2019-10-27,9,13,4
7074,2019-10-27,4,7,3
7075,2019-10-27,1,0,-1
7076,2019-10-27,11,8,-3
7078,2019-10-27,3,5,2
7079,2019-10-27,1,2,1
7080,2019-10-27,8,7,-1
7081,2019-10-27,11,11,0
7082,2019-10-27,6,10,4
7084,2019-10-27,25,24,-1
7087,2019-10-27,1,0,-1
7090,2019-10-27,1,1,0
7096,2019-10-27,2,1,-1
7102,2019-10-27,1,4,3
7106,2019-10-27,1,1,0
7112,2019-10-27,1,1,0
7113,2019-10-27,8,6,-2
7114,2019-10-27,3,10,7
7116,2019-10-27,1,0,-1
7117,2019-10-27,1,0,-1
7122,2019-10-27,1,0,-1
7124,2019-10-27,1,3,2
7126,2019-10-27,2,2,0
7127,2019-10-27,4,2,-2
7128,2019-10-27,2,0,-2
7129,2019-10-27,1,1,0
7133,2019-10-27,2,3,1
7137,2019-10-27,1,1,0
7138,2019-10-27,1,1,0
7140,2019-10-27,2,3,1
7141,2019-10-27,7,5,-2
7142,2019-10-27,1,2,1
7143,2019-10-27,3,4,1
7144,2019-10-27,5,3,-2
7146,2019-10-27,4,4,0
7147,2019-10-27,6,3,-3
7149,2019-10-27,2,8,6
10002,2019-10-27,10,10,0
4000,2019-10-28,33,50,17
4001,2019-10-28,4,7,3
4002,2019-10-28,8,12,4
5002,2019-10-28,1,1,0
5003,2019-10-28,3,2,-1
5004,2019-10-28,2,2,0
5005,2019-10-28,2,5,3
5006,2019-10-28,2,4,2
5007,2019-10-28,14,11,-3
6001,2019-10-28,41,63,22
6002,2019-10-28,15,31,16
6003,2019-10-28,35,47,12
6004,2019-10-28,25,42,17
6005,2019-10-28,34,43,9
6006,2019-10-28,22,11,-11
6007,2019-10-28,12,27,15
6008,2019-10-28,37,59,22
6011,2019-10-28,34,33,-1
6012,2019-10-28,81,128,47
6013,2019-10-28,50,76,26
6014,2019-10-28,42,51,9
6015,2019-10-28,76,107,31
6016,2019-10-28,7,14,7
6017,2019-10-28,21,31,10
6018,2019-10-28,27,40,13
6019,2019-10-28,98,64,-34
6021,2019-10-28,62,57,-5
6022,2019-10-28,34,31,-3
6023,2019-10-28,44,65,21
6025,2019-10-28,21,24,3
6026,2019-10-28,25,32,7
6027,2019-10-28,69,79,10
6029,2019-10-28,13,24,11
6031,2019-10-28,32,32,0
6032,2019-10-28,35,70,35
6033,2019-10-28,18,13,-5
6035,2019-10-28,36,55,19
6036,2019-10-28,42,64,22
6037,2019-10-28,32,35,3
6038,2019-10-28,52,64,12
6039,2019-10-28,44,52,8
6040,2019-10-28,38,49,11
6041,2019-10-28,53,57,4
6042,2019-10-28,66,65,-1
6043,2019-10-28,108,208,100
6044,2019-10-28,59,58,-1
6046,2019-10-28,76,100,24
6047,2019-10-28,77,87,10
6048,2019-10-28,32,43,11
6049,2019-10-28,82,79,-3
6050,2019-10-28,34,42,8
6051,2019-10-28,24,22,-2
6052,2019-10-28,91,111,20
6053,2019-10-28,85,95,10
6057,2019-10-28,49,41,-8
6058,2019-10-28,40,46,6
6059,2019-10-28,36,31,-5
6060,2019-10-28,34,15,-19
6061,2019-10-28,42,40,-2
6062,2019-10-28,34,34,0
6063,2019-10-28,111,103,-8
6064,2019-10-28,111,101,-10
6066,2019-10-28,45,8,-37
6067,2019-10-28,16,24,8
6068,2019-10-28,7,9,2
6070,2019-10-28,141,111,-30
6072,2019-10-28,39,38,-1
6073,2019-10-28,137,105,-32
6075,2019-10-28,39,14,-25
6076,2019-10-28,9,21,12
6078,2019-10-28,33,29,-4
6079,2019-10-28,46,49,3
6080,2019-10-28,85,92,7
6082,2019-10-28,14,9,-5
6083,2019-10-28,67,99,32
6084,2019-10-28,55,59,4
6085,2019-10-28,54,100,46
6086,2019-10-28,43,52,9
6087,2019-10-28,66,90,24
6088,2019-10-28,25,29,4
6089,2019-10-28,30,32,2
6090,2019-10-28,43,42,-1
6091,2019-10-28,34,24,-10
6093,2019-10-28,21,19,-2
6094,2019-10-28,23,21,-2
6095,2019-10-28,62,53,-9
6096,2019-10-28,24,49,25
6097,2019-10-28,52,24,-28
6098,2019-10-28,80,77,-3
6099,2019-10-28,77,80,3
6101,2019-10-28,36,12,-24
6102,2019-10-28,24,13,-11
6103,2019-10-28,12,14,2
6104,2019-10-28,62,92,30
6106,2019-10-28,29,34,5
6107,2019-10-28,47,50,3
6108,2019-10-28,31,35,4
6109,2019-10-28,2,1,-1
6110,2019-10-28,18,14,-4
6111,2019-10-28,29,34,5
6112,2019-10-28,58,59,1
6113,2019-10-28,26,27,1
6114,2019-10-28,78,109,31
6115,2019-10-28,11,16,5
6116,2019-10-28,35,48,13
6117,2019-10-28,43,48,5
6118,2019-10-28,40,57,17
6119,2019-10-28,52,59,7
6120,2019-10-28,63,65,2
6121,2019-10-28,14,10,-4
6122,2019-10-28,12,13,1
6123,2019-10-28,12,18,6
6124,2019-10-28,45,47,2
6125,2019-10-28,17,13,-4
6126,2019-10-28,25,34,9
6127,2019-10-28,13,7,-6
6128,2019-10-28,13,13,0
6129,2019-10-28,53,48,-5
6130,2019-10-28,12,13,1
6131,2019-10-28,44,23,-21
6132,2019-10-28,40,47,7
6133,2019-10-28,18,17,-1
6134,2019-10-28,19,28,9
6136,2019-10-28,226,166,-60
6137,2019-10-28,56,53,-3
6138,2019-10-28,54,51,-3
6139,2019-10-28,27,24,-3
6140,2019-10-28,61,56,-5
6141,2019-10-28,32,31,-1
6142,2019-10-28,43,27,-16
6143,2019-10-28,60,51,-9
6145,2019-10-28,27,30,3
6146,2019-10-28,34,24,-10
6147,2019-10-28,54,30,-24
6148,2019-10-28,92,61,-31
6149,2019-10-28,39,44,5
6150,2019-10-28,46,45,-1
6151,2019-10-28,54,56,2
6152,2019-10-28,67,70,3
6153,2019-10-28,41,44,3
6154,2019-10-28,104,105,1
6155,2019-10-28,88,94,6
6156,2019-10-28,54,52,-2
6157,2019-10-28,53,55,2
6158,2019-10-28,41,44,3
6159,2019-10-28,20,24,4
6160,2019-10-28,37,42,5
6161,2019-10-28,31,42,11
6162,2019-10-28,3,9,6
6163,2019-10-28,69,73,4
6164,2019-10-28,43,51,8
6165,2019-10-28,88,123,35
6166,2019-10-28,38,41,3
6167,2019-10-28,32,28,-4
6168,2019-10-28,58,48,-10
6169,2019-10-28,81,82,1
6170,2019-10-28,37,29,-8
6171,2019-10-28,32,28,-4
6174,2019-10-28,69,53,-16
6175,2019-10-28,78,54,-24
6176,2019-10-28,53,46,-7
6177,2019-10-28,50,47,-3
6178,2019-10-28,68,60,-8
6179,2019-10-28,46,54,8
6180,2019-10-28,36,38,2
6181,2019-10-28,98,62,-36
6182,2019-10-28,24,18,-6
6183,2019-10-28,50,49,-1
6184,2019-10-28,173,139,-34
6185,2019-10-28,21,20,-1
6186,2019-10-28,23,20,-3
6187,2019-10-28,65,77,12
6188,2019-10-28,36,32,-4
6189,2019-10-28,15,11,-4
6190,2019-10-28,103,67,-36
6191,2019-10-28,32,31,-1
6192,2019-10-28,22,24,2
6193,2019-10-28,69,75,6
6194,2019-10-28,74,53,-21
6195,2019-10-28,52,19,-33
6196,2019-10-28,67,53,-14
6197,2019-10-28,37,38,1
6198,2019-10-28,13,7,-6
6199,2019-10-28,67,63,-4
6200,2019-10-28,58,45,-13
6201,2019-10-28,47,27,-20
6202,2019-10-28,69,59,-10
6203,2019-10-28,46,37,-9
6204,2019-10-28,71,72,1
6205,2019-10-28,72,64,-8
6206,2019-10-28,112,105,-7
6207,2019-10-28,36,32,-4
6208,2019-10-28,43,59,16
6209,2019-10-28,70,45,-25
6210,2019-10-28,30,25,-5
6211,2019-10-28,125,116,-9
6212,2019-10-28,63,37,-26
6213,2019-10-28,95,89,-6
6214,2019-10-28,78,55,-23
6215,2019-10-28,43,41,-2
6216,2019-10-28,62,20,-42
6217,2019-10-28,60,42,-18
6218,2019-10-28,44,29,-15
6219,2019-10-28,52,45,-7
6220,2019-10-28,59,48,-11
6221,2019-10-28,125,103,-22
6222,2019-10-28,48,36,-12
6223,2019-10-28,58,31,-27
6224,2019-10-28,48,43,-5
6225,2019-10-28,47,27,-20
6226,2019-10-28,17,17,0
6227,2019-10-28,71,67,-4
6228,2019-10-28,16,18,2
6229,2019-10-28,53,46,-7
6230,2019-10-28,53,37,-16
6231,2019-10-28,58,72,14
6232,2019-10-28,22,21,-1
6233,2019-10-28,79,72,-7
6234,2019-10-28,35,26,-9
6235,2019-10-28,62,45,-17
6236,2019-10-28,43,47,4
6237,2019-10-28,46,42,-4
6240,2019-10-28,12,13,1
6241,2019-10-28,31,17,-14
6243,2019-10-28,47,51,4
6245,2019-10-28,24,25,1
6246,2019-10-28,37,23,-14
6247,2019-10-28,57,49,-8
6248,2019-10-28,97,71,-26
6249,2019-10-28,29,25,-4
6250,2019-10-28,30,31,1
6251,2019-10-28,13,13,0
6252,2019-10-28,32,29,-3
6253,2019-10-28,51,39,-12
6254,2019-10-28,40,41,1
6255,2019-10-28,48,54,6
6257,2019-10-28,24,23,-1
6258,2019-10-28,39,32,-7
6259,2019-10-28,19,23,4
6260,2019-10-28,35,31,-4
6261,2019-10-28,20,21,1
6262,2019-10-28,39,35,-4
6263,2019-10-28,10,16,6
6264,2019-10-28,22,18,-4
6265,2019-10-28,54,54,0
6266,2019-10-28,15,19,4
6267,2019-10-28,18,21,3
6268,2019-10-28,36,36,0
6269,2019-10-28,13,18,5
6270,2019-10-28,18,15,-3
6272,2019-10-28,12,18,6
6273,2019-10-28,14,13,-1
6274,2019-10-28,30,29,-1
6275,2019-10-28,24,23,-1
6276,2019-10-28,21,23,2
6277,2019-10-28,33,28,-5
6278,2019-10-28,15,18,3
6279,2019-10-28,14,16,2
6280,2019-10-28,70,60,-10
6281,2019-10-28,26,18,-8
6301,2019-10-28,17,12,-5
6302,2019-10-28,13,9,-4
6303,2019-10-28,14,8,-6
6304,2019-10-28,6,3,-3
6305,2019-10-28,26,19,-7
6306,2019-10-28,53,20,-33
6307,2019-10-28,47,39,-8
6309,2019-10-28,17,20,3
6310,2019-10-28,21,15,-6
6311,2019-10-28,24,23,-1
6312,2019-10-28,12,18,6
6313,2019-10-28,20,23,3
6314,2019-10-28,50,40,-10
6315,2019-10-28,54,32,-22
6316,2019-10-28,16,5,-11
6321,2019-10-28,39,37,-2
6322,2019-10-28,21,20,-1
6323,2019-10-28,10,7,-3
6324,2019-10-28,21,18,-3
6327,2019-10-28,19,19,0
6328,2019-10-28,21,20,-1
6329,2019-10-28,16,15,-1
6330,2019-10-28,15,19,4
6331,2019-10-28,12,23,11
6332,2019-10-28,27,32,5
6333,2019-10-28,14,16,2
6334,2019-10-28,59,53,-6
6335,2019-10-28,21,24,3
6336,2019-10-28,25,22,-3
6338,2019-10-28,22,16,-6
6339,2019-10-28,16,14,-2
6340,2019-10-28,24,25,1
6341,2019-10-28,19,20,1
6343,2019-10-28,27,24,-3
6344,2019-10-28,28,21,-7
6345,2019-10-28,7,9,2
6346,2019-10-28,19,12,-7
6347,2019-10-28,26,23,-3
6349,2019-10-28,16,25,9
6350,2019-10-28,28,17,-11
6354,2019-10-28,20,20,0
6355,2019-10-28,11,18,7
6356,2019-10-28,25,15,-10
6357,2019-10-28,13,7,-6
6358,2019-10-28,10,14,4
6359,2019-10-28,63,75,12
6360,2019-10-28,16,20,4
6361,2019-10-28,29,27,-2
6362,2019-10-28,25,21,-4
6363,2019-10-28,15,15,0
6364,2019-10-28,31,25,-6
6366,2019-10-28,16,9,-7
6367,2019-10-28,14,13,-1
6368,2019-10-28,38,33,-5
6369,2019-10-28,23,29,6
6370,2019-10-28,22,20,-2
6371,2019-10-28,35,45,10
6372,2019-10-28,35,53,18
6373,2019-10-28,27,32,5
6374,2019-10-28,29,23,-6
6375,2019-10-28,32,35,3
6376,2019-10-28,21,21,0
6377,2019-10-28,25,25,0
6379,2019-10-28,21,24,3
6380,2019-10-28,18,17,-1
6381,2019-10-28,35,24,-11
6383,2019-10-28,17,23,6
6384,2019-10-28,15,11,-4
6385,2019-10-28,32,42,10
6386,2019-10-28,39,33,-6
6387,2019-10-28,56,58,2
6388,2019-10-28,10,10,0
6389,2019-10-28,24,25,1
6391,2019-10-28,30,41,11
6393,2019-10-28,37,58,21
6394,2019-10-28,28,35,7
6395,2019-10-28,42,31,-11
6396,2019-10-28,72,56,-16
6397,2019-10-28,23,32,9
6398,2019-10-28,21,35,14
6401,2019-10-28,36,49,13
6402,2019-10-28,19,20,1
6403,2019-10-28,19,22,3
6404,2019-10-28,10,12,2
6405,2019-10-28,21,29,8
6406,2019-10-28,31,40,9
6407,2019-10-28,7,14,7
6408,2019-10-28,43,45,2
6409,2019-10-28,15,16,1
6410,2019-10-28,46,47,1
6411,2019-10-28,103,86,-17
6412,2019-10-28,24,26,2
6413,2019-10-28,18,16,-2
6414,2019-10-28,8,15,7
6415,2019-10-28,17,16,-1
6416,2019-10-28,12,10,-2
6417,2019-10-28,19,22,3
6418,2019-10-28,7,5,-2
6419,2019-10-28,5,10,5
6420,2019-10-28,11,10,-1
6421,2019-10-28,27,21,-6
6422,2019-10-28,5,8,3
6423,2019-10-28,14,10,-4
6424,2019-10-28,25,65,40
6425,2019-10-28,17,20,3
6426,2019-10-28,51,41,-10
6427,2019-10-28,37,36,-1
6428,2019-10-28,12,12,0
6429,2019-10-28,20,23,3
6432,2019-10-28,49,50,1
6433,2019-10-28,21,13,-8
6434,2019-10-28,40,41,1
6435,2019-10-28,24,20,-4
6436,2019-10-28,10,13,3
6501,2019-10-28,22,25,3
6502,2019-10-28,11,15,4
6503,2019-10-28,34,29,-5
6504,2019-10-28,3,3,0
6700,2019-10-28,10,22,12
6701,2019-10-28,43,40,-3
6702,2019-10-28,17,11,-6
6703,2019-10-28,31,29,-2
6704,2019-10-28,18,14,-4
6705,2019-10-28,8,13,5
6706,2019-10-28,12,18,6
6707,2019-10-28,17,12,-5
6709,2019-10-28,21,28,7
6710,2019-10-28,2,4,2
6711,2019-10-28,16,13,-3
6712,2019-10-28,6,4,-2
6713,2019-10-28,6,7,1
6714,2019-10-28,3,2,-1
6715,2019-10-28,9,7,-2
6716,2019-10-28,6,6,0
6717,2019-10-28,2,7,5
6718,2019-10-28,12,14,2
6719,2019-10-28,10,14,4
6720,2019-10-28,20,26,6
6721,2019-10-28,13,10,-3
6722,2019-10-28,3,11,8
6723,2019-10-28,11,11,0
6724,2019-10-28,12,15,3
6725,2019-10-28,21,20,-1
6726,2019-10-28,7,9,2
6727,2019-10-28,47,57,10
6728,2019-10-28,8,9,1
6729,2019-10-28,91,105,14
6730,2019-10-28,5,9,4
6731,2019-10-28,8,5,-3
6732,2019-10-28,16,21,5
6733,2019-10-28,22,26,4
6734,2019-10-28,37,31,-6
6735,2019-10-28,2,2,0
6736,2019-10-28,13,15,2
6737,2019-10-28,15,15,0
6738,2019-10-28,58,51,-7
6739,2019-10-28,4,6,2
6741,2019-10-28,9,11,2
6742,2019-10-28,32,38,6
6743,2019-10-28,21,13,-8
6744,2019-10-28,9,14,5
6745,2019-10-28,15,10,-5
6746,2019-10-28,17,20,3
6747,2019-10-28,26,37,11
6748,2019-10-28,40,57,17
6749,2019-10-28,31,30,-1
6750,2019-10-28,20,24,4
6752,2019-10-28,29,20,-9
6753,2019-10-28,15,13,-2
6754,2019-10-28,14,13,-1
6901,2019-10-28,26,44,18
6902,2019-10-28,47,63,16
6903,2019-10-28,63,59,-4
6904,2019-10-28,32,27,-5
6905,2019-10-28,28,19,-9
6906,2019-10-28,80,53,-27
6907,2019-10-28,43,36,-7
6908,2019-10-28,36,34,-2
6910,2019-10-28,63,54,-9
6912,2019-10-28,83,49,-34
6913,2019-10-28,24,17,-7
6915,2019-10-28,54,42,-12
6916,2019-10-28,28,26,-2
6917,2019-10-28,11,14,3
6918,2019-10-28,9,10,1
6919,2019-10-28,22,16,-6
6921,2019-10-28,57,55,-2
6923,2019-10-28,26,34,8
6924,2019-10-28,9,15,6
6925,2019-10-28,29,23,-6
6926,2019-10-28,24,32,8
6927,2019-10-28,53,35,-18
6928,2019-10-28,58,22,-36
6929,2019-10-28,21,11,-10
6930,2019-10-28,15,14,-1
7001,2019-10-28,23,18,-5
7002,2019-10-28,10,9,-1
7003,2019-10-28,115,107,-8
7004,2019-10-28,19,16,-3
7005,2019-10-28,3,9,6
7006,2019-10-28,11,9,-2
7007,2019-10-28,7,12,5
7008,2019-10-28,13,9,-4
7009,2019-10-28,38,35,-3
7010,2019-10-28,10,13,3
7011,2019-10-28,45,44,-1
7012,2019-10-28,15,23,8
7013,2019-10-28,12,9,-3
7014,2019-10-28,77,39,-38
7015,2019-10-28,3,3,0
7016,2019-10-28,10,11,1
7017,2019-10-28,14,21,7
7018,2019-10-28,11,16,5
7019,2019-10-28,62,57,-5
7020,2019-10-28,29,25,-4
7021,2019-10-28,17,25,8
7022,2019-10-28,28,25,-3
7023,2019-10-28,1,1,0
7024,2019-10-28,46,27,-19
7025,2019-10-28,27,17,-10
7026,2019-10-28,49,50,1
7027,2019-10-28,22,25,3
7028,2019-10-28,76,76,0
7029,2019-10-28,36,42,6
7030,2019-10-28,43,50,7
7031,2019-10-28,37,34,-3
7032,2019-10-28,84,59,-25
7033,2019-10-28,37,49,12
7034,2019-10-28,10,18,8
7035,2019-10-28,30,40,10
7036,2019-10-28,45,38,-7
7037,2019-10-28,33,35,2
7038,2019-10-28,44,49,5
7039,2019-10-28,17,13,-4
7040,2019-10-28,44,46,2
7041,2019-10-28,55,72,17
7042,2019-10-28,23,31,8
7043,2019-10-28,17,10,-7
7044,2019-10-28,12,10,-2
7045,2019-10-28,24,22,-2
7046,2019-10-28,68,66,-2
7047,2019-10-28,68,103,35
7048,2019-10-28,12,10,-2
7049,2019-10-28,9,23,14
7050,2019-10-28,23,20,-3
7051,2019-10-28,7,12,5
7052,2019-10-28,34,41,7
7053,2019-10-28,22,19,-3
7054,2019-10-28,16,21,5
7055,2019-10-28,9,11,2
7056,2019-10-28,9,12,3
7057,2019-10-28,22,27,5
7058,2019-10-28,17,18,1
7059,2019-10-28,16,19,3
7060,2019-10-28,15,22,7
7061,2019-10-28,11,9,-2
7062,2019-10-28,35,37,2
7063,2019-10-28,14,10,-4
7064,2019-10-28,16,20,4
7065,2019-10-28,19,22,3
7066,2019-10-28,39,73,34
7067,2019-10-28,44,47,3
7068,2019-10-28,28,40,12
7069,2019-10-28,51,63,12
7070,2019-10-28,28,37,9
7071,2019-10-28,30,22,-8
7072,2019-10-28,18,17,-1
7073,2019-10-28,41,54,13
7074,2019-10-28,20,22,2
7075,2019-10-28,2,6,4
7076,2019-10-28,45,23,-22
7077,2019-10-28,11,25,14
7078,2019-10-28,12,15,3
7079,2019-10-28,24,30,6
7080,2019-10-28,61,78,17
7081,2019-10-28,50,57,7
7082,2019-10-28,56,54,-2
7084,2019-10-28,60,72,12
7087,2019-10-28,1,1,0
7088,2019-10-28,1,0,-1
7090,2019-10-28,12,11,-1
7091,2019-10-28,4,6,2
7092,2019-10-28,3,5,2
7093,2019-10-28,2,2,0
7094,2019-10-28,1,1,0
7095,2019-10-28,9,12,3
7096,2019-10-28,15,18,3
7097,2019-10-28,6,9,3
7098,2019-10-28,1,1,0
7099,2019-10-28,1,3,2
7100,2019-10-28,5,5,0
7101,2019-10-28,3,1,-2
7102,2019-10-28,7,16,9
7103,2019-10-28,2,3,1
7104,2019-10-28,1,2,1
7105,2019-10-28,2,3,1
7107,2019-10-28,4,2,-2
7108,2019-10-28,2,1,-1
7109,2019-10-28,10,12,2
7110,2019-10-28,4,2,-2
7111,2019-10-28,1,2,1
7112,2019-10-28,3,3,0
7113,2019-10-28,51,57,6
7114,2019-10-28,37,61,24
7115,2019-10-28,12,6,-6
7116,2019-10-28,7,3,-4
7118,2019-10-28,1,2,1
7122,2019-10-28,5,5,0
7123,2019-10-28,3,2,-1
7124,2019-10-28,17,15,-2
7125,2019-10-28,4,6,2
7126,2019-10-28,2,5,3
7127,2019-10-28,18,18,0
7128,2019-10-28,13,5,-8
7129,2019-10-28,7,9,2
7130,2019-10-28,7,7,0
7131,2019-10-28,2,4,2
7133,2019-10-28,3,2,-1
7134,2019-10-28,1,2,1
7135,2019-10-28,1,3,2
7136,2019-10-28,10,8,-2
7137,2019-10-28,3,4,1
7139,2019-10-28,5,8,3
7140,2019-10-28,11,18,7
7141,2019-10-28,16,19,3
7142,2019-10-28,3,7,4
7143,2019-10-28,10,11,1
7144,2019-10-28,25,23,-2
7145,2019-10-28,10,12,2
7146,2019-10-28,14,14,0
7147,2019-10-28,27,31,4
7148,2019-10-28,4,5,1
7149,2019-10-28,9,11,2
7150,2019-10-28,1,0,-1
7152,2019-10-28,1,0,-1
7153,2019-10-28,1,1,0
10002,2019-10-28,92,85,-7
4000,2019-10-29,43,49,6
4001,2019-10-29,7,10,3
4002,2019-10-29,9,16,7
5004,2019-10-29,2,4,2
5005,2019-10-29,2,2,0
5006,2019-10-29,2,2,0
5007,2019-10-29,11,7,-4
6001,2019-10-29,49,70,21
6002,2019-10-29,20,33,13
6003,2019-10-29,55,61,6
6004,2019-10-29,22,30,8
6005,2019-10-29,59,62,3
6006,2019-10-29,28,20,-8
6007,2019-10-29,24,31,7
6008,2019-10-29,40,70,30
6011,2019-10-29,50,64,14
6012,2019-10-29,107,169,62
6013,2019-10-29,60,102,42
6014,2019-10-29,53,64,11
6015,2019-10-29,130,214,84
6016,2019-10-29,8,11,3
6017,2019-10-29,26,43,17
6018,2019-10-29,47,52,5
6019,2019-10-29,133,89,-44
6021,2019-10-29,102,79,-23
6022,2019-10-29,52,51,-1
6023,2019-10-29,54,65,11
6024,2019-10-29,2,2,0
6025,2019-10-29,22,23,1
6026,2019-10-29,37,64,27
6027,2019-10-29,79,84,5
6029,2019-10-29,20,32,12
6031,2019-10-29,31,34,3
6032,2019-10-29,48,104,56
6033,2019-10-29,8,8,0
6035,2019-10-29,26,63,37
6036,2019-10-29,65,92,27
6037,2019-10-29,33,43,10
6038,2019-10-29,67,76,9
6039,2019-10-29,70,88,18
6040,2019-10-29,50,64,14
6041,2019-10-29,65,65,0
6042,2019-10-29,82,80,-2
6043,2019-10-29,138,290,152
6044,2019-10-29,83,70,-13
6046,2019-10-29,90,92,2
6047,2019-10-29,77,57,-20
6048,2019-10-29,36,44,8
6049,2019-10-29,90,113,23
6050,2019-10-29,36,38,2
6051,2019-10-29,28,27,-1
6052,2019-10-29,116,138,22
6053,2019-10-29,109,129,20
6057,2019-10-29,54,53,-1
6058,2019-10-29,53,51,-2
6059,2019-10-29,64,39,-25
6060,2019-10-29,27,15,-12
6061,2019-10-29,61,52,-9
6062,2019-10-29,54,49,-5
6063,2019-10-29,109,93,-16
6064,2019-10-29,117,115,-2
6066,2019-10-29,41,16,-25
6067,2019-10-29,27,28,1
6068,2019-10-29,6,9,3
6070,2019-10-29,173,147,-26
6072,2019-10-29,67,66,-1
6073,2019-10-29,149,123,-26
6075,2019-10-29,39,21,-18
6076,2019-10-29,14,20,6
6078,2019-10-29,39,41,2
6079,2019-10-29,51,46,-5
6080,2019-10-29,109,95,-14
6082,2019-10-29,17,11,-6
6083,2019-10-29,86,133,47
6084,2019-10-29,63,65,2
6085,2019-10-29,62,113,51
6086,2019-10-29,46,60,14
6087,2019-10-29,64,111,47
6088,2019-10-29,35,45,10
6089,2019-10-29,44,55,11
6090,2019-10-29,49,53,4
6091,2019-10-29,40,29,-11
6093,2019-10-29,31,22,-9
6094,2019-10-29,38,34,-4
6095,2019-10-29,78,69,-9
6096,2019-10-29,41,62,21
6097,2019-10-29,50,40,-10
6098,2019-10-29,106,81,-25
6099,2019-10-29,67,108,41
6101,2019-10-29,57,18,-39
6102,2019-10-29,23,14,-9
6103,2019-10-29,18,20,2
6104,2019-10-29,78,99,21
6106,2019-10-29,20,34,14
6107,2019-10-29,51,63,12
6108,2019-10-29,35,32,-3
6109,2019-10-29,8,10,2
6110,2019-10-29,20,33,13
6111,2019-10-29,33,32,-1
6112,2019-10-29,67,77,10
6113,2019-10-29,40,46,6
6114,2019-10-29,85,120,35
6115,2019-10-29,7,23,16
6116,2019-10-29,46,59,13
6117,2019-10-29,44,53,9
6118,2019-10-29,73,83,10
6119,2019-10-29,61,71,10
6120,2019-10-29,54,77,23
6121,2019-10-29,11,17,6
6122,2019-10-29,13,18,5
6123,2019-10-29,16,28,12
6124,2019-10-29,34,56,22
6125,2019-10-29,16,11,-5
6126,2019-10-29,29,37,8
6127,2019-10-29,13,10,-3
6128,2019-10-29,10,14,4
6129,2019-10-29,55,54,-1
6130,2019-10-29,15,15,0
6131,2019-10-29,52,30,-22
6132,2019-10-29,50,50,0
6133,2019-10-29,17,21,4
6134,2019-10-29,40,31,-9
6136,2019-10-29,258,183,-75
6137,2019-10-29,66,65,-1
6138,2019-10-29,63,61,-2
6139,2019-10-29,43,29,-14
6140,2019-10-29,71,72,1
6141,2019-10-29,43,44,1
6142,2019-10-29,63,50,-13
6143,2019-10-29,71,55,-16
6145,2019-10-29,44,37,-7
6146,2019-10-29,51,22,-29
6147,2019-10-29,71,42,-29
6148,2019-10-29,116,75,-41
6149,2019-10-29,52,46,-6
6150,2019-10-29,57,53,-4
6151,2019-10-29,61,56,-5
6152,2019-10-29,96,92,-4
